INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (1, 1, 'PENGARUH JAMBI TERHADAP BAKIONO HALIM', '2020-07-15', '2021-06-09', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (206, 206, 'PENGARUH SUMATERA UTARA TERHADAP GADUH TAMBA', '2020-06-29', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (207, 207, 'PENGARUH SUMATERA UTARA TERHADAP PUPUT PERTIWI S.T.', '2021-02-01', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (208, 208, 'PENGARUH KALIMANTAN BARAT TERHADAP CAWISONO SIHOMBING', '2021-03-27', '2021-06-14', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (209, 209, 'PENGARUH NUSA TENGGARA BARAT TERHADAP PRAYOGO PRAYOGA', '2021-04-18', '2021-06-22', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (210, 210, 'PENGARUH KEPULAUAN RIAU TERHADAP AURORA ARYANTI S.PSI', '2021-04-24', '2021-06-18', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (211, 211, 'PENGARUH KALIMANTAN UTARA TERHADAP RAISA NOVITASARI', '2020-10-25', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (212, 212, 'PENGARUH NUSA TENGGARA TIMUR TERHADAP EDWARD SAMOSIR', '2021-03-26', '2021-06-26', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (213, 213, 'PENGARUH BANTEN TERHADAP PUPUT KAHYANG S.PSI', '2021-04-20', '2021-06-26', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (214, 214, 'PENGARUH SULAWESI TENGAH TERHADAP VERA PURWANTI M.FARM', '2020-08-26', '2021-06-15', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (215, 215, 'PENGARUH DI YOGYAKARTA TERHADAP RAHARJA ASWANDI', '2021-04-16', '2021-06-24', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (216, 216, 'PENGARUH GORONTALO TERHADAP DEWI ANGGRAINI', '2021-03-02', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (217, 217, 'PENGARUH SULAWESI TENGAH TERHADAP BANCAR SAMOSIR', '2021-02-09', '2021-06-14', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (218, 218, 'PENGARUH SULAWESI SELATAN TERHADAP ENDRA HARYANTO', '2021-04-11', '2021-06-26', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (220, 220, 'PENGARUH SUMATERA SELATAN TERHADAP ELISA NASYIDAH', '2020-07-11', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (219, 219, 'PENGARUH SUMATERA BARAT TERHADAP CAHYA RAJATA', '2020-08-21', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (221, 221, 'PENGARUH SUMATERA BARAT TERHADAP SUCI PUTRI', '2021-06-27', '2021-06-14', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (222, 222, 'PENGARUH JAWA TIMUR TERHADAP MAIDA NOVITASARI', '2021-02-06', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (223, 223, 'PENGARUH BALI TERHADAP MAIDA KAHYANG S.KED', '2020-08-07', '2021-06-09', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (224, 224, 'PENGARUH BANTEN TERHADAP LAKSANA SAEFULLAH', '2021-05-11', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (225, 225, 'PENGARUH SULAWESI BARAT TERHADAP BAKIDIN RAMADAN', '2021-04-29', '2021-06-09', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (226, 226, 'PENGARUH NUSA TENGGARA BARAT TERHADAP LARAS ANDINI M.FARM', '2020-07-29', '2021-06-12', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (227, 227, 'PENGARUH KALIMANTAN TIMUR TERHADAP MARIA MAHARANI', '2020-12-01', '2021-06-09', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (228, 228, 'PENGARUH GORONTALO TERHADAP CINDY PUDJIASTUTI', '2021-04-05', '2021-06-28', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (229, 229, 'PENGARUH JAWA TIMUR TERHADAP MAIMUNAH AZZAHRA', '2021-02-26', '2021-06-26', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (230, 230, 'PENGARUH JAWA TENGAH TERHADAP ALMIRA JELITA', '2021-05-08', '2021-06-12', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (231, 231, 'PENGARUH KALIMANTAN TIMUR TERHADAP BAKDA NATSIR', '2020-09-11', '2021-06-24', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (232, 232, 'PENGARUH SULAWESI TENGAH TERHADAP UMAY HALIM', '2020-08-04', '2021-06-22', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (233, 233, 'PENGARUH PAPUA TERHADAP DADI BAGASKARA', '2020-11-12', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (234, 234, 'PENGARUH DI YOGYAKARTA TERHADAP PARDI SAPUTRA', '2020-10-15', '2021-06-17', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (235, 235, 'PENGARUH BALI TERHADAP CLARA KUSMAWATI', '2021-05-03', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (236, 236, 'PENGARUH NUSA TENGGARA TIMUR TERHADAP MAHDI PRASASTA', '2021-04-04', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (238, 238, 'PENGARUH RIAU TERHADAP DINDA PALASTRI', '2020-08-09', '2021-06-17', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (237, 237, 'PENGARUH PAPUA BARAT TERHADAP KAIRAV NUGROHO S.PSI', '2020-09-23', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (239, 239, 'PENGARUH SUMATERA BARAT TERHADAP LARAS ZULAIKA', '2021-02-06', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (240, 240, 'PENGARUH KALIMANTAN SELATAN TERHADAP ASMUNI IRAWAN', '2020-08-26', '2021-06-28', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (241, 241, 'PENGARUH BANTEN TERHADAP NADIA PUSPASARI S.FARM', '2021-05-13', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (242, 242, 'PENGARUH SUMATERA SELATAN TERHADAP MARTAKA ANTONI', '2020-11-25', '2021-06-25', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (243, 243, 'PENGARUH SULAWESI BARAT TERHADAP UMAY SAPTONO', '2020-07-10', '2021-06-24', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (244, 244, 'PENGARUH SULAWESI TENGGARA TERHADAP DARIJAN MANULLANG', '2021-04-07', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (245, 245, 'PENGARUH SUMATERA SELATAN TERHADAP ELVINA ANJANI', '2021-06-03', '2021-06-25', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (246, 246, 'PENGARUH GORONTALO TERHADAP ASMADI SITUMORANG', '2020-12-07', '2021-06-14', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (247, 247, 'PENGARUH PAPUA BARAT TERHADAP SARTIKA PUSPASARI', '2020-11-11', '2021-06-09', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (249, 249, 'PENGARUH JAWA TENGAH TERHADAP TALIA UTAMI', '2021-04-17', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (248, 248, 'PENGARUH NUSA TENGGARA TIMUR TERHADAP SHAKILA AGUSTINA', '2020-08-22', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (250, 250, 'PENGARUH SULAWESI TENGGARA TERHADAP RAIHAN RAYHAN', '2021-05-10', '2021-06-19', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (251, 251, 'PENGARUH RIAU TERHADAP FEBRINA MAYASARI M.FARM', '2020-07-25', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (252, 252, 'PENGARUH RIAU TERHADAP DARUNA DARMAWAN', '2021-05-05', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (253, 253, 'PENGARUH BANGKA BELITUNG TERHADAP UMAR DARMAWAN', '2021-06-16', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (254, 254, 'PENGARUH SUMATERA BARAT TERHADAP GANDI MANGUNSONG', '2020-11-21', '2021-06-27', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (255, 255, 'PENGARUH NUSA TENGGARA TIMUR TERHADAP LIMAN KURNIAWAN', '2020-10-13', '2021-06-14', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (256, 256, 'PENGARUH SULAWESI TENGAH TERHADAP GALAK SYAHREZA', '2021-04-03', '2021-06-12', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (257, 257, 'PENGARUH BANTEN TERHADAP RIKA PERTIWI', '2021-05-16', '2021-06-22', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (258, 258, 'PENGARUH PAPUA TERHADAP LEMBAH MARBUN', '2021-02-01', '2021-06-28', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (259, 259, 'PENGARUH MALUKU UTARA TERHADAP JABAL SARAGIH', '2020-11-29', '2021-06-19', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (260, 260, 'PENGARUH JAMBI TERHADAP BAKIDIN KURNIAWAN', '2021-06-07', '2021-06-27', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (261, 261, 'PENGARUH DKI JAKARTA TERHADAP HIMAWAN KUSUMO', '2021-04-03', '2021-06-21', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (262, 262, 'PENGARUH GORONTALO TERHADAP EDI SIRAIT', '2020-09-23', '2021-06-13', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (263, 263, 'PENGARUH KALIMANTAN TENGAH TERHADAP GALIH MAHENDRA', '2020-11-25', '2021-06-17', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (264, 264, 'PENGARUH SULAWESI UTARA TERHADAP LALA SUSANTI', '2020-12-17', '2021-06-19', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (265, 265, 'PENGARUH PAPUA BARAT TERHADAP BALA RAHARDIAN S.GZ', '2020-11-18', '2021-06-26', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (266, 266, 'PENGARUH JAWA BARAT TERHADAP OPHELIA NATHANIA', '2020-07-29', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (267, 267, 'PENGARUH KALIMANTAN UTARA TERHADAP PANGERAN PRAYOGA', '2020-11-03', '2021-06-10', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (268, 268, 'PENGARUH LAMPUNG TERHADAP GADUH ABIPUTRA', '2020-11-01', '2021-06-10', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (269, 269, 'PENGARUH NUSA TENGGARA BARAT TERHADAP GENTA FARIDA', '2021-06-03', '2021-06-11', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (270, 270, 'PENGARUH RIAU TERHADAP BAKDA FABIAN', '2021-01-31', '2021-06-25', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (271, 271, 'PENGARUH SULAWESI TENGGARA TERHADAP IDA NURLAELA', '2020-09-24', '2021-06-24', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'FB')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (272, 272, 'PENGARUH SULAWESI SELATAN TERHADAP ENDAH JUWITA', '2020-09-12', '2021-06-17', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E1')
INSERT INTO protokol (pr_id, pu_id, pr_judul, pr_tglpengajuan, pr_tglkeputusankep, pr_nosle, pr_tgl_sle, pr_tgluploadsle, pr__pathfilesle, pr_klasifikasikep) VALUES (273, 273, 'PENGARUH SULAWESI SELATAN TERHADAP HENDRI AGUSTIAN S.IP', '2020-08-27', '2021-06-20', '1234', '2021-12-01', '2021-12-02', '/documents/filesle.pdf', 'E2')
